"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"03.08.2021","120,53","123,75","124,08","119,93","11,12M","-2,61%"
"02.08.2021","123,75","125,97","127,05","122,83","2,00M","-0,78%"
"30.07.2021","124,72","128,20","128,20","122,83","4,52M","-2,71%"
"29.07.2021","128,20","128,97","128,99","125,90","1,58M","0,60%"
"28.07.2021","127,44","126,67","129,74","122,83","3,86M","2,47%"
"27.07.2021","124,37","128,97","128,97","122,83","7,28M","-1,82%"
"26.07.2021","126,67","131,28","131,28","126,67","1,93M","-2,67%"
"23.07.2021","130,14","133,96","133,96","130,12","3,42M","-2,83%"
"22.07.2021","133,93","136,96","138,57","133,19","4,77M","-2,21%"
"21.07.2021","136,96","140,95","141,72","136,64","4,29M","-0,78%"
"20.07.2021","138,04","139,72","141,64","137,42","6,83M","-0,27%"
"19.07.2021","138,42","138,18","142,02","138,07","5,07M","4,16%"
"15.07.2021","132,89","130,14","135,50","127,05","4,11M","2,11%"
"14.07.2021","130,14","132,82","133,58","129,74","2,61M","-2,57%"
"13.07.2021","133,58","136,95","136,95","133,58","1,54M","-1,48%"
"12.07.2021","135,59","140,73","140,73","135,18","1,70M","-2,69%"
"09.07.2021","139,34","140,49","141,63","139,03","1,75M","-0,27%"
"08.07.2021","139,72","140,49","143,56","138,95","6,82M","-2,34%"
"07.07.2021","143,08","142,02","144,71","140,49","1,62M","1,93%"
"06.07.2021","140,37","147,54","147,54","139,95","4,10M","-3,76%"
"05.07.2021","145,85","144,33","147,40","142,79","1,95M","1,53%"
"02.07.2021","143,65","147,32","147,32","143,04","2,19M","-1,52%"
"01.07.2021","145,86","146,63","148,09","145,19","8,92M","0,53%"
"30.06.2021","145,09","147,47","148,17","144,33","2,59M","-1,20%"
"29.06.2021","146,86","153,54","153,54","145,86","3,61M","-1,90%"
"25.06.2021","149,70","155,84","156,61","149,09","4,47M","-2,74%"
"24.06.2021","153,92","154,31","155,44","152,85","6,55M","0,70%"
"23.06.2021","152,85","155,84","158,91","152,16","5,07M","-1,94%"
"22.06.2021","155,86","156,61","157,72","154,31","1,31M","-0,40%"
"18.06.2021","156,49","153,54","156,49","152,77","2,05M","1,93%"
"17.06.2021","153,54","155,09","155,09","149,75","3,03M","0,00%"
"16.06.2021","153,54","154,88","155,84","153,54","1,58M","-0,87%"
"15.06.2021","154,88","159,68","159,68","154,30","2,85M","-2,06%"
"14.06.2021","158,15","155,38","158,15","153,72","4,76M","4,57%"
"11.06.2021","151,24","151,93","155,61","151,24","2,60M","-0,51%"
"10.06.2021","152,00","155,84","159,91","148,16","3,59M","-1,98%"
"09.06.2021","155,07","150,16","155,15","150,16","2,71M","3,27%"
"08.06.2021","150,16","140,49","150,47","140,47","2,54M","4,77%"
"07.06.2021","143,33","153,54","154,31","139,33","8,81M","-4,30%"
"04.06.2021","149,77","149,70","155,83","145,86","3,37M","-0,44%"
"03.06.2021","150,43","158,15","158,91","148,17","3,49M","-5,33%"
"02.06.2021","158,91","159,68","162,73","158,15","4,51M","0,97%"
"01.06.2021","157,38","159,43","160,43","156,61","6,60M","0,24%"
"31.05.2021","157,00","161,98","164,29","156,61","7,07M","-1,74%"
"28.05.2021","159,79","156,99","160,45","155,06","8,28M","4,97%"
"27.05.2021","152,22","158,91","160,83","152,22","17,93M","-0,36%"
"26.05.2021","152,77","146,71","155,86","146,25","6,58M","4,46%"
"25.05.2021","146,25","152,00","153,31","145,09","12,04M","-2,31%"
"24.05.2021","149,70","161,22","161,22","147,40","8,72M","-3,56%"
"20.05.2021","155,23","157,41","160,99","149,71","5,12M","-1,20%"
"19.05.2021","157,11","162,75","165,05","155,37","2,42M","-1,61%"
"18.05.2021","159,68","163,52","165,06","153,77","5,47M","1,46%"
"17.05.2021","157,38","171,20","171,20","157,38","5,89M","-12,02%"
"14.05.2021","178,88","178,11","184,17","176,34","5,15M","0,44%"
"13.05.2021","178,11","185,78","185,78","178,11","7,74M","-3,33%"
"12.05.2021","184,25","180,79","184,25","178,10","4,22M","2,12%"
"11.05.2021","180,42","183,48","183,48","174,37","2,54M","-0,43%"
"10.05.2021","181,20","180,41","185,78","179,58","5,78M","1,74%"
"07.05.2021","178,11","178,87","180,41","176,57","3,03M","0,60%"
"06.05.2021","177,04","182,33","182,33","175,42","1,31M","-1,87%"
"05.05.2021","180,41","179,64","181,94","178,11","2,45M","1,95%"
"04.05.2021","176,95","178,87","181,87","176,65","3,69M","-1,07%"
"03.05.2021","178,87","177,26","179,56","176,02","4,08M","2,64%"
"30.04.2021","174,27","183,47","183,48","174,27","2,96M","-1,57%"
"29.04.2021","177,05","180,48","184,25","176,58","4,99M","-2,49%"
"28.04.2021","181,56","186,17","188,85","178,47","6,95M","-2,47%"
"27.04.2021","186,17","190,40","191,92","185,09","5,50M","-2,95%"
"26.04.2021","191,83","199,60","199,60","190,38","10,18M","-2,05%"
"23.04.2021","195,84","194,19","203,44","194,19","4,85M","-0,16%"
"22.04.2021","196,15","202,29","204,97","193,45","8,77M","-3,07%"
"21.04.2021","202,36","208,57","208,57","201,90","4,04M","-2,01%"
"20.04.2021","206,51","212,63","214,72","204,97","5,29M","-2,89%"
"19.04.2021","212,65","214,57","214,95","211,12","3,78M","-0,13%"
"16.04.2021","212,92","204,38","214,21","204,21","5,23M","4,68%"
"15.04.2021","203,40","204,21","204,38","200,52","8,03M","0,26%"
"14.04.2021","202,88","201,14","204,20","199,72","12,94M","0,76%"
"13.04.2021","201,34","200,72","204,21","200,72","4,09M","-1,39%"
"12.04.2021","204,18","203,45","204,38","202,41","2,13M","-0,01%"
"09.04.2021","204,21","198,83","204,38","198,83","5,90M","2,33%"
"08.04.2021","199,56","198,07","200,37","196,53","2,48M","0,76%"
"07.04.2021","198,07","196,49","198,07","193,15","1,98M","0,88%"
"06.04.2021","196,35","195,81","197,30","194,23","1,62M","1,49%"
"05.04.2021","193,46","197,72","198,84","192,77","2,53M","-2,68%"
"01.04.2021","198,79","201,90","202,07","196,07","7,61M","-0,45%"
"31.03.2021","199,68","199,60","203,15","199,52","4,44M","0,81%"
"30.03.2021","198,07","195,76","198,07","192,15","4,27M","1,98%"
"29.03.2021","194,23","189,78","195,37","189,77","26,77M","3,69%"
"26.03.2021","187,31","180,42","187,31","180,42","6,22M","3,83%"
"25.03.2021","180,41","186,86","186,86","179,72","10,62M","-3,49%"
"24.03.2021","186,93","184,32","186,93","184,32","8,31M","1,42%"
"23.03.2021","184,32","184,25","187,32","182,03","9,51M","0,46%"
"22.03.2021","183,48","185,01","185,01","182,33","6,73M","-0,83%"
"19.03.2021","185,01","188,09","188,70","183,48","9,79M","-0,72%"
"18.03.2021","186,36","181,76","187,32","181,25","31,91M","2,86%"
"17.03.2021","181,18","176,57","181,18","175,80","29,59M","3,03%"
"16.03.2021","175,86","178,11","179,64","175,43","7,94M","-1,26%"
"15.03.2021","178,10","178,07","179,26","175,35","2,54M","1,52%"
"12.03.2021","175,43","176,57","176,57","172,96","3,50M","-1,23%"
"11.03.2021","177,62","181,18","181,56","176,58","8,38M","-0,27%"
"10.03.2021","178,11","180,86","182,52","178,11","5,81M","-0,74%"
"09.03.2021","179,44","178,87","181,93","178,87","5,86M","0,30%"
"08.03.2021","178,90","185,17","185,17","178,90","5,48M","-3,39%"
"05.03.2021","185,18","184,09","187,32","182,90","2,85M","0,50%"
"04.03.2021","184,26","186,09","187,33","182,80","6,33M","0,01%"
"03.03.2021","184,25","180,65","188,09","180,65","33,42M","2,13%"
"02.03.2021","180,41","180,71","182,02","180,41","3,59M","-0,17%"
"01.03.2021","180,71","179,26","182,63","179,26","3,41M","1,03%"
"26.02.2021","178,87","176,57","179,26","175,05","4,34M","1,34%"
"25.02.2021","176,51","175,70","178,41","175,70","3,61M","0,84%"
"24.02.2021","175,03","170,43","175,80","170,43","7,40M","2,70%"
"23.02.2021","170,43","172,92","172,92","170,43","1,73M","-2,43%"
"22.02.2021","174,67","174,65","177,78","173,88","738,80K","-0,96%"
"19.02.2021","176,36","172,35","176,57","172,35","1,10M","2,79%"
"18.02.2021","171,58","174,65","175,42","170,81","825,98K","-1,55%"
"17.02.2021","174,29","177,34","177,64","173,50","850,61K","-1,72%"
"16.02.2021","177,34","174,83","178,10","174,83","710,52K","0,43%"
"15.02.2021","176,57","175,80","177,34","175,80","550,66K","0,79%"
"12.02.2021","175,18","180,09","180,09","174,53","1,38M","-2,36%"
"11.02.2021","179,41","178,15","179,41","175,04","2,74M","0,71%"
"10.02.2021","178,15","181,18","182,71","177,34","436,76K","-1,04%"
"09.02.2021","180,02","176,57","180,02","175,15","1,07M","0,76%"
"08.02.2021","178,67","180,41","180,41","176,49","748,36K","0,33%"
"05.02.2021","178,09","176,57","178,09","174,27","870,83K","1,79%"
"04.02.2021","174,97","177,29","178,11","173,18","1,10M","-0,59%"
"03.02.2021","176,01","180,41","180,64","174,27","2,57M","-0,75%"
"02.02.2021","177,34","174,90","184,17","174,90","1,45M","1,42%"
"01.02.2021","174,86","174,24","176,09","171,00","784,71K","4,48%"
"29.01.2021","167,36","172,96","172,96","167,36","2,42M","-2,03%"
"28.01.2021","170,82","171,45","172,89","168,90","535,28K","-1,21%"
"27.01.2021","172,91","172,73","175,03","171,89","951,23K","-1,81%"
"26.01.2021","176,10","179,66","179,66","175,80","897,31K","-1,27%"
"25.01.2021","178,37","181,94","183,48","176,57","883,59K","-1,58%"
"22.01.2021","181,24","186,47","186,47","181,18","1,34M","-3,14%"
"21.01.2021","187,12","190,46","191,69","186,55","2,84M","-1,36%"
"20.01.2021","189,70","186,55","189,70","184,25","6,25M","1,94%"
"19.01.2021","186,09","181,94","187,32","181,94","2,91M","3,00%"
"18.01.2021","180,68","181,18","181,56","175,80","3,30M","-0,02%"
"15.01.2021","180,71","186,54","187,32","179,03","1,67M","-2,42%"
"14.01.2021","185,18","180,94","186,57","178,87","3,51M","3,97%"
"13.01.2021","178,11","173,50","180,41","173,50","6,84M","3,03%"
"12.01.2021","172,87","171,27","175,03","171,27","1,00M","0,98%"
"11.01.2021","171,20","168,89","175,03","168,89","2,15M","-2,52%"
"08.01.2021","175,62","172,73","178,64","171,20","3,65M","1,92%"
"07.01.2021","172,30","171,58","172,58","170,12","858,20K","1,35%"
"06.01.2021","170,01","168,89","171,96","168,89","3,30M","0,43%"
"05.01.2021","169,28","170,43","172,58","168,89","4,39M","-0,23%"
"04.01.2021","169,66","169,66","173,73","169,28","1,78M","0,00%"
