"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"25.08.2026","418,50","415,20","419,68","407,00","1,69M","0,41%"
"24.08.2026","416,80","412,36","416,80","412,36","2,10M","0,91%"
"21.08.2026","413,05","412,08","418,72","408,50","3,26M","0,99%"
"20.08.2026","409,00","395,78","409,00","393,00","2,27M","2,30%"
"19.08.2026","399,80","403,97","403,98","394,01","1,99M","-1,04%"
"18.08.2026","403,99","402,94","405,00","394,50","2,38M","-0,25%"
"17.08.2026","405,00","399,95","406,40","394,98","1,48M","1,25%"
"14.08.2026","400,00","399,99","401,89","394,97","1,64M","0,00%"
"13.08.2026","399,99","400,00","404,15","395,00","1,36M","0,00%"
"12.08.2026","400,00","400,56","402,25","397,00","1,19M","-0,80%"
"11.08.2026","403,22","407,46","409,99","400,92","894,33K","-1,04%"
"10.08.2026","407,45","397,44","409,99","397,44","4,35M","2,17%"
"07.08.2026","398,80","397,79","399,48","394,99","1,50M","0,75%"
"06.08.2026","395,85","384,66","396,00","384,66","4,29M","2,55%"
"05.08.2026","386,00","380,00","387,98","380,00","3,12M","1,44%"
"04.08.2026","380,51","386,07","387,76","380,51","922,76K","-1,60%"
"03.08.2026","386,70","380,00","387,78","379,50","2,44M","1,23%"
"31.07.2026","382,00","380,08","382,00","378,50","1,04M","0,04%"
"30.07.2026","381,83","381,13","381,90","376,77","2,79M","0,19%"
"29.07.2026","381,10","382,36","383,00","379,47","815,13K","-0,50%"
"28.07.2026","383,00","387,81","387,81","377,56","964,08K","-0,52%"
"27.07.2026","385,00","379,59","394,78","379,59","3,36M","1,03%"
"24.07.2026","381,09","377,38","382,00","377,00","727,26K","1,08%"
"23.07.2026","377,00","384,00","384,00","374,98","1,09M","-1,82%"
"22.07.2026","383,98","379,87","385,90","379,87","1,07M","0,78%"
"21.07.2026","380,99","379,58","385,17","379,05","2,27M","-0,13%"
"20.07.2026","381,48","382,76","382,96","374,01","400,73K","-0,39%"
"17.07.2026","382,96","383,52","383,52","373,46","2,56M","-0,27%"
"15.07.2026","383,99","384,65","384,92","380,62","817,63K","0,68%"
"14.07.2026","381,40","381,75","382,22","379,55","2,32M","-0,94%"
"13.07.2026","385,00","381,41","385,00","379,05","894,19K","0,65%"
"10.07.2026","382,50","378,00","382,50","376,50","2,02M","1,32%"
"09.07.2026","377,51","378,62","380,58","374,00","1,13M","-0,75%"
"08.07.2026","380,37","379,25","380,47","375,00","4,15M","-0,48%"
"07.07.2026","382,19","376,34","385,12","376,34","1,19M","1,65%"
"06.07.2026","376,00","378,86","379,00","375,00","2,23M","0,30%"
"03.07.2026","374,87","380,72","383,38","374,00","800,32K","-1,54%"
"02.07.2026","380,72","380,00","383,78","378,31","288,27K","0,19%"
"01.07.2026","380,00","382,98","382,99","375,56","1,73M","-1,30%"
"30.06.2026","385,00","383,00","386,77","383,00","2,58M","0,26%"
"26.06.2026","384,00","384,00","386,75","381,39","1,81M","-0,78%"
"25.06.2026","387,00","385,01","389,00","385,01","4,03M","0,39%"
"24.06.2026","385,50","392,15","392,92","384,57","1,67M","-1,15%"
"23.06.2026","390,00","390,64","391,36","387,00","2,63M","-1,16%"
"22.06.2026","394,58","391,00","396,65","391,00","1,11M","0,44%"
"19.06.2026","392,87","389,47","395,00","387,01","417,91K","1,75%"
"18.06.2026","386,13","388,00","391,00","384,00","2,02M","-0,48%"
"17.06.2026","388,00","392,44","395,30","384,30","2,10M","-1,27%"
"16.06.2026","393,00","391,90","395,00","388,44","1,09M","1,29%"
"15.06.2026","388,00","398,44","398,46","388,00","767,55K","-1,65%"
"12.06.2026","394,50","394,77","394,82","382,23","3,52M","0,90%"
"11.06.2026","391,00","375,27","391,74","375,27","5,42M","4,02%"
"10.06.2026","375,89","374,00","377,38","369,95","1,33M","0,51%"
"09.06.2026","374,00","362,04","375,01","362,04","7,04M","3,30%"
"08.06.2026","362,04","365,93","365,93","357,51","439,29K","-1,08%"
"05.06.2026","366,00","365,59","368,83","358,78","3,28M","0,11%"
"04.06.2026","365,59","364,14","368,67","362,92","1,93M","1,09%"
"03.06.2026","361,64","363,83","364,00","354,45","931,36K","-1,30%"
"02.06.2026","366,40","372,69","373,49","364,71","704,34K","-1,69%"
"01.06.2026","372,69","380,41","380,41","367,50","2,76M","-3,08%"
"29.05.2026","384,54","390,00","390,00","384,10","7,59M","-1,40%"
"28.05.2026","390,00","382,74","393,00","382,74","1,60M","0,12%"
"27.05.2026","389,55","381,17","395,00","381,17","2,54M","1,02%"
"26.05.2026","385,62","381,95","388,05","375,01","8,72M","1,13%"
"25.05.2026","381,32","380,00","381,75","365,58","2,18M","3,66%"
"22.05.2026","367,85","366,66","368,82","365,88","1,05M","1,33%"
"20.05.2026","363,03","350,39","371,24","350,39","4,27M","3,25%"
"19.05.2026","351,61","343,47","357,51","343,47","2,48M","2,37%"
"18.05.2026","343,48","337,93","345,65","337,93","799,00K","-1,86%"
"15.05.2026","350,00","358,00","358,00","350,00","3,14M","-2,34%"
"14.05.2026","358,40","363,24","365,81","353,01","4,05M","-1,27%"
"13.05.2026","363,00","375,15","375,15","360,01","2,76M","-2,42%"
"12.05.2026","372,00","374,66","375,16","368,10","6,02M","-2,11%"
"11.05.2026","380,00","382,84","382,84","373,36","2,48M","-0,11%"
"08.05.2026","380,40","376,20","381,00","375,01","1,46M","0,11%"
"07.05.2026","380,00","382,00","386,00","376,24","1,73M","0,79%"
"06.05.2026","377,04","366,20","377,04","366,20","2,08M","4,73%"
"05.05.2026","360,00","364,00","370,90","359,56","9,79M","-1,64%"
"04.05.2026","366,00","381,80","381,80","365,10","2,11M","-4,14%"
"30.04.2026","381,80","391,01","391,01","378,13","5,33M","-2,35%"
"29.04.2026","391,00","400,24","400,24","386,00","7,19M","-2,19%"
"28.04.2026","399,76","404,00","405,00","398,77","5,69M","-1,29%"
"27.04.2026","405,00","407,90","407,90","403,00","1,34M","-0,98%"
"24.04.2026","409,00","408,49","413,94","405,21","5,46M","-0,24%"
"23.04.2026","410,00","404,84","411,93","400,70","3,47M","1,23%"
"22.04.2026","405,00","408,58","409,16","403,99","7,05M","-1,10%"
"21.04.2026","409,50","412,00","412,65","407,39","878,04K","-0,61%"
"20.04.2026","412,00","416,10","420,61","411,99","2,26M","-3,06%"
"17.04.2026","425,00","420,61","425,00","420,00","710,14K","2,31%"
"16.04.2026","415,39","410,00","418,00","410,00","4,00M","1,31%"
"15.04.2026","410,01","408,34","411,51","407,30","5,06M","-0,80%"
"14.04.2026","413,30","410,01","417,29","410,01","1,73M","-0,17%"
"13.04.2026","414,00","410,00","416,20","405,00","4,62M","-0,72%"
"10.04.2026","417,00","416,00","420,24","405,76","3,62M","0,48%"
"09.04.2026","415,00","410,16","421,00","409,50","7,67M","1,22%"
"08.04.2026","410,00","405,00","414,00","403,61","9,23M","3,02%"
"07.04.2026","398,00","401,89","403,55","394,00","8,71M","-1,00%"
"06.04.2026","402,02","394,96","406,60","394,96","9,63M","2,16%"
"02.04.2026","393,51","393,98","395,30","385,01","3,81M","-1,62%"
"01.04.2026","400,00","390,69","402,88","389,00","15,11M","3,62%"
"31.03.2026","386,03","376,29","390,00","368,01","13,58M","2,94%"
"30.03.2026","375,00","380,00","380,00","370,10","1,77M","-1,06%"
"27.03.2026","379,00","384,35","384,35","373,00","3,37M","-1,56%"
"26.03.2026","385,00","380,41","385,00","375,10","2,59M","0,26%"
"25.03.2026","384,00","390,00","391,02","377,96","6,97M","-1,54%"
"24.03.2026","389,99","390,00","394,17","380,39","10,50M","-0,51%"
"23.03.2026","392,00","398,33","398,45","388,29","5,60M","-0,76%"
"20.03.2026","395,00","398,00","400,44","394,00","1,23M","-0,75%"
"19.03.2026","398,00","400,00","402,58","397,57","4,49M","-0,50%"
"18.03.2026","400,00","406,10","406,10","400,00","3,49M","-1,74%"
"17.03.2026","407,09","408,99","416,50","406,25","1,35M","-0,62%"
"16.03.2026","409,64","406,00","412,80","398,39","25,12M","0,90%"
"13.03.2026","406,00","413,99","414,41","400,11","5,30M","-1,22%"
"12.03.2026","411,00","417,28","417,49","409,00","1,86M","-1,44%"
"11.03.2026","417,00","413,10","421,00","413,10","10,53M","2,71%"
"10.03.2026","406,00","401,00","406,00","400,90","4,66M","1,50%"
"09.03.2026","400,00","396,55","402,01","390,00","2,85M","-0,12%"
"06.03.2026","400,50","403,00","405,49","398,00","2,98M","-0,34%"
"05.03.2026","401,87","405,97","407,98","398,00","1,91M","-0,77%"
"04.03.2026","405,00","397,01","408,00","397,01","4,90M","2,02%"
"03.03.2026","397,00","412,10","412,10","395,10","14,12M","-5,02%"
"02.03.2026","418,00","438,00","438,00","418,00","3,43M","-4,57%"
"27.02.2026","438,00","428,00","438,00","424,00","18,06M","1,86%"
"26.02.2026","430,00","421,69","433,01","419,13","6,79M","1,90%"
"25.02.2026","422,00","412,11","423,00","412,11","2,05M","2,43%"
"24.02.2026","412,00","408,00","413,52","406,27","1,06M","1,48%"
"23.02.2026","406,00","408,00","413,58","405,90","1,55M","-0,49%"
"20.02.2026","408,00","407,26","410,50","403,01","2,31M","0,25%"
"19.02.2026","407,00","418,02","418,02","407,00","5,12M","-2,21%"
"18.02.2026","416,20","416,10","420,97","416,10","2,27M","0,05%"
"17.02.2026","416,00","413,70","421,90","413,70","2,91M","0,73%"
"16.02.2026","413,00","411,01","429,00","409,46","2,75M","0,29%"
"13.02.2026","411,80","417,14","417,14","410,00","1,65M","-1,48%"
"12.02.2026","417,99","423,35","426,00","417,00","7,45M","-1,42%"
"11.02.2026","424,00","429,84","433,77","420,88","1,90M","-1,36%"
"10.02.2026","429,84","435,44","435,44","427,01","2,91M","-1,96%"
"09.02.2026","438,42","440,00","441,90","435,00","1,35M","-0,33%"
"06.02.2026","439,86","451,00","453,01","439,10","1,41M","-2,90%"
"05.02.2026","453,00","448,16","453,00","441,50","1,83M","0,02%"
"04.02.2026","452,90","451,95","454,99","443,53","2,61M","0,21%"
"03.02.2026","451,95","445,00","457,99","445,00","5,76M","1,56%"
"02.02.2026","445,00","439,50","445,00","429,98","2,60M","1,25%"
"30.01.2026","439,50","437,58","441,48","434,19","1,65M","-0,57%"
"29.01.2026","442,00","435,50","443,90","429,99","9,69M","1,49%"
"28.01.2026","435,51","438,60","444,00","433,17","3,40M","-0,12%"
"27.01.2026","436,02","425,34","438,01","425,34","9,52M","2,96%"
"26.01.2026","423,50","416,61","424,61","416,61","31,70M","2,05%"
"23.01.2026","415,00","408,00","422,28","408,00","10,65M","1,72%"
"22.01.2026","408,00","411,00","411,00","403,43","9,15M","-0,49%"
"21.01.2026","410,00","417,00","417,00","409,49","5,91M","-1,82%"
"20.01.2026","417,60","417,00","418,07","416,00","6,99M","-0,10%"
"19.01.2026","418,00","421,00","421,50","416,00","2,56M","-0,62%"
"16.01.2026","420,59","427,02","427,03","415,20","3,64M","-1,27%"
"15.01.2026","426,00","428,69","431,64","422,62","12,82M","-0,47%"
"14.01.2026","428,00","435,90","435,90","426,00","6,99M","-0,93%"
"13.01.2026","432,02","425,01","436,16","425,01","8,75M","1,01%"
"12.01.2026","427,70","425,33","430,44","425,33","14,51M","0,80%"
"09.01.2026","424,30","418,99","425,49","417,99","9,81M","1,56%"
"08.01.2026","417,80","419,00","419,00","415,99","4,05M","0,06%"
"07.01.2026","417,55","422,10","422,75","416,54","14,64M","-0,63%"
"06.01.2026","420,21","420,00","427,44","419,90","11,84M","0,07%"
"05.01.2026","419,90","415,00","421,42","412,20","2,74M","0,99%"
"02.01.2026","415,80","419,70","421,64","415,80","1,52M","-0,88%"
"30.12.2025","419,50","418,60","422,12","418,60","5,90M","-0,12%"
"29.12.2025","420,00","419,50","420,09","414,86","12,87M","-0,59%"
"26.12.2025","422,50","425,00","426,00","421,22","9,26M","-0,12%"
"24.12.2025","423,00","425,34","428,99","423,00","2,48M","-1,15%"
"23.12.2025","427,91","428,24","428,24","426,00","1,06M","0,02%"
"22.12.2025","427,81","430,01","432,56","427,05","1,02M","-0,04%"
"19.12.2025","428,00","429,96","434,10","428,00","1,77M","0,23%"
"18.12.2025","427,00","428,00","430,78","425,00","687,13K","0,00%"
"17.12.2025","427,00","430,00","437,00","426,00","4,08M","-0,70%"
"16.12.2025","430,00","430,93","432,00","427,90","3,71M","-0,05%"
"15.12.2025","430,20","438,10","440,03","430,13","2,96M","-0,87%"
"12.12.2025","433,98","441,00","447,09","431,00","5,39M","-1,37%"
"11.12.2025","440,00","428,00","441,34","428,00","4,05M","2,73%"
"10.12.2025","428,29","426,76","431,00","425,23","1,52M","0,42%"
"09.12.2025","426,51","433,21","434,00","425,00","2,14M","-2,18%"
"05.12.2025","436,02","436,00","439,21","436,00","856,99K","-0,09%"
"04.12.2025","436,41","437,20","439,00","436,00","3,73M","-0,14%"
"03.12.2025","437,04","438,10","444,52","436,00","3,88M","-0,90%"
"02.12.2025","441,00","443,00","445,01","440,00","5,75M","-0,90%"
"01.12.2025","445,01","454,92","454,92","443,00","2,45M","-2,20%"
"28.11.2025","455,00","450,51","455,00","443,50","1,59M","1,00%"
"27.11.2025","450,48","449,70","451,00","446,80","753,75K","0,16%"
"26.11.2025","449,74","444,00","453,00","444,00","865,35K","1,52%"
"25.11.2025","443,00","436,00","447,42","432,86","2,01M","1,61%"
"24.11.2025","436,00","430,00","436,96","430,00","1,13M","0,69%"
"21.11.2025","433,00","444,91","444,91","432,20","1,87M","-2,37%"
"20.11.2025","443,50","454,99","455,00","443,50","2,14M","-1,88%"
"19.11.2025","452,00","454,00","460,27","452,00","1,90M","-0,66%"
"18.11.2025","455,00","451,00","460,26","451,00","2,89M","-6,06%"
"17.11.2025","484,34","447,00","484,34","441,28","2,21M","9,10%"
"14.11.2025","443,95","452,11","452,11","440,00","2,44M","-1,67%"
"13.11.2025","451,50","470,50","470,50","451,00","2,88M","-3,94%"
"12.11.2025","470,00","460,00","473,13","460,00","5,58M","2,17%"
"11.11.2025","460,00","460,00","464,99","456,98","2,09M","0,00%"
"10.11.2025","460,00","470,00","471,00","460,00","2,33M","-2,13%"
"07.11.2025","470,00","464,00","474,00","464,00","2,66M","1,95%"
"06.11.2025","461,00","467,00","467,00","461,00","1,32M","-1,60%"
"05.11.2025","468,50","463,01","469,00","463,00","1,46M","-0,11%"
"04.11.2025","469,00","467,00","469,00","455,92","1,30M","0,43%"
"03.11.2025","467,00","465,00","467,94","453,71","1,64M","2,64%"
"30.10.2025","455,00","454,56","458,57","450,03","2,27M","0,66%"
"29.10.2025","452,00","447,51","452,00","443,10","2,56M","1,00%"
"28.10.2025","447,51","446,01","450,00","445,66","2,07M","0,11%"
"27.10.2025","447,01","449,66","453,27","447,01","1,07M","0,23%"
"24.10.2025","446,00","433,98","446,85","433,32","2,76M","3,72%"
"23.10.2025","430,00","432,00","432,64","426,39","1,98M","-1,15%"
"22.10.2025","435,00","444,46","445,01","433,00","1,83M","-2,03%"
"21.10.2025","444,00","457,01","457,01","444,00","1,22M","-2,84%"
"20.10.2025","457,00","459,50","459,51","457,00","874,34K","-0,63%"
"17.10.2025","459,90","460,10","462,00","458,00","994,59K","-0,02%"
"16.10.2025","460,00","463,50","469,00","460,00","1,31M","-0,95%"
"15.10.2025","464,42","455,01","464,42","451,00","2,33M","2,07%"
"14.10.2025","455,00","451,00","458,20","451,00","1,42M","0,89%"
"13.10.2025","451,00","460,59","463,00","450,76","3,49M","-1,96%"
"10.10.2025","460,00","451,77","470,00","442,00","4,09M","2,00%"
"09.10.2025","451,00","463,02","465,63","450,43","2,68M","-4,05%"
"08.10.2025","470,05","442,80","470,05","441,51","1,30M","5,77%"
"07.10.2025","444,40","454,50","462,31","443,00","1,16M","-2,12%"
"06.10.2025","454,01","467,24","469,00","454,00","556,34K","-2,36%"
"03.10.2025","465,00","459,75","465,00","450,00","2,83M","1,09%"
"02.10.2025","460,00","464,01","464,01","456,63","1,75M","-1,71%"
"01.10.2025","468,00","467,00","475,84","464,00","1,79M","0,00%"
"30.09.2025","468,00","463,00","468,00","462,29","1,07M","1,08%"
"29.09.2025","463,00","468,00","468,00","462,56","2,51M","-1,49%"
"26.09.2025","470,00","479,64","479,64","470,00","2,43M","-2,40%"
"25.09.2025","481,55","484,00","484,00","479,35","790,11K","-0,53%"
"24.09.2025","484,10","482,69","489,32","479,90","1,84M","0,02%"
"23.09.2025","484,00","484,00","490,00","471,00","4,08M","-0,41%"
"22.09.2025","486,00","478,00","489,00","475,00","4,99M","1,67%"
"17.09.2025","478,00","462,32","478,00","462,32","1,19M","2,36%"
"16.09.2025","466,99","467,00","467,00","463,11","1,19M","0,00%"
"15.09.2025","467,00","474,00","474,00","462,72","2,09M","-0,19%"
"12.09.2025","467,91","477,00","478,85","467,11","2,06M","-1,28%"
"11.09.2025","474,00","464,10","478,00","464,10","2,15M","2,23%"
"10.09.2025","463,67","457,20","465,00","449,72","832,67K","1,15%"
"09.09.2025","458,39","465,76","466,04","457,00","1,43M","-1,63%"
"08.09.2025","466,00","473,00","479,00","466,00","2,39M","-1,48%"
"05.09.2025","473,00","471,36","474,99","465,46","2,05M","1,50%"
"04.09.2025","466,00","457,22","467,33","454,00","15,24M","2,42%"
"03.09.2025","455,00","458,18","463,00","455,00","3,89M","-0,22%"
"02.09.2025","456,00","453,30","465,00","447,49","5,49M","-0,22%"
"01.09.2025","457,00","465,00","466,27","455,00","3,15M","-1,08%"
"29.08.2025","462,00","462,00","463,76","460,00","2,02M","0,43%"
"28.08.2025","460,00","455,00","461,29","455,00","1,46M","0,88%"
"27.08.2025","456,00","450,00","458,75","450,00","3,76M","1,33%"
"26.08.2025","450,00","452,00","455,00","442,35","14,52M","-0,38%"
"25.08.2025","451,70","449,00","456,00","449,00","2,36M","0,83%"
"22.08.2025","448,00","438,04","448,00","434,00","2,01M","1,82%"
"21.08.2025","440,00","443,68","447,50","437,57","1,20M","-0,45%"
"20.08.2025","442,00","449,23","446,61","440,15","3,02M","-1,61%"
"19.08.2025","449,23","457,40","459,99","448,01","4,52M","-1,79%"
"18.08.2025","457,40","450,00","458,00","450,00","2,96M","1,64%"
"14.08.2025","450,00","443,00","452,16","438,43","4,12M","1,55%"
"13.08.2025","443,15","440,00","450,00","440,00","9,28M","0,72%"
"12.08.2025","440,00","443,13","446,00","432,01","2,73M","-0,71%"
"11.08.2025","443,13","437,63","443,13","432,10","2,36M","1,64%"
"08.08.2025","436,00","430,00","436,00","424,97","2,24M","2,11%"
"07.08.2025","427,00","420,00","427,09","418,99","2,88M","1,67%"
"06.08.2025","420,00","420,00","424,21","416,01","1,92M","0,48%"
"05.08.2025","418,00","416,08","418,00","411,66","1,24M","0,48%"
"04.08.2025","416,00","423,00","424,72","410,95","1,74M","-0,72%"
"01.08.2025","419,00","411,50","419,95","411,50","1,85M","1,70%"
"31.07.2025","412,00","414,12","415,00","408,61","1,24M","0,98%"
"30.07.2025","408,00","399,00","412,00","396,58","3,40M","2,26%"
"29.07.2025","399,00","385,62","399,00","385,62","3,13M","2,84%"
"28.07.2025","388,00","396,82","396,82","388,00","2,28M","-2,63%"
"25.07.2025","398,50","395,00","398,50","388,47","3,19M","0,89%"
"24.07.2025","395,00","400,00","403,40","395,00","1,75M","-1,25%"
"23.07.2025","400,00","396,00","400,00","396,00","1,77M","1,01%"
"22.07.2025","396,00","393,90","400,00","393,90","5,35M","1,54%"
"21.07.2025","390,00","387,84","394,32","384,62","2,35M","1,56%"
"18.07.2025","384,00","384,33","387,57","380,20","4,78M","-0,52%"
"17.07.2025","386,00","385,51","393,76","385,51","3,20M","-1,05%"
"15.07.2025","390,10","402,79","403,10","386,01","3,99M","-3,04%"
"14.07.2025","402,35","404,72","404,97","401,70","428,54K","-0,61%"
"11.07.2025","404,80","406,49","406,58","401,10","878,90K","-1,27%"
"10.07.2025","410,00","417,08","417,08","405,72","3,42M","-2,38%"
"09.07.2025","419,98","424,00","424,12","416,80","961,41K","-0,95%"
"08.07.2025","424,00","421,96","428,50","419,91","1,30M","0,48%"
"07.07.2025","421,99","425,00","428,00","420,00","1,35M","-1,54%"
"04.07.2025","428,57","429,39","430,00","428,00","13,13M","-0,27%"
"03.07.2025","429,73","435,00","436,00","424,19","2,03M","-1,21%"
"02.07.2025","435,00","439,00","444,03","434,77","2,35M","-0,91%"
"01.07.2025","439,00","433,00","448,69","433,00","4,59M","1,50%"
"30.06.2025","432,51","423,97","432,57","421,00","7,92M","1,77%"
"27.06.2025","425,00","428,00","429,00","423,49","8,62M","-0,35%"
"26.06.2025","426,50","420,45","426,98","420,45","13,54M","1,60%"
"25.06.2025","419,80","413,12","419,80","411,00","1,49M","2,38%"
"24.06.2025","410,06","403,00","413,10","403,00","1,97M","1,50%"
"23.06.2025","404,00","408,00","408,00","394,33","2,78M","-1,17%"
"19.06.2025","408,79","417,00","417,58","408,79","4,44M","-1,50%"
"18.06.2025","415,00","420,78","420,78","413,00","3,80M","-2,35%"
"17.06.2025","424,99","426,15","426,31","420,00","1,07M","-1,27%"
"16.06.2025","430,45","432,82","434,00","427,78","1,33M","0,11%"
"13.06.2025","429,99","430,42","430,42","420,55","3,97M","-0,47%"
"12.06.2025","432,00","446,76","448,49","431,30","2,54M","-2,48%"
"11.06.2025","443,00","435,00","449,72","435,00","3,86M","2,08%"
"10.06.2025","433,98","419,53","433,98","419,50","3,63M","2,36%"
"09.06.2025","423,99","415,48","426,00","415,48","3,64M","1,82%"
"06.06.2025","416,40","424,14","429,42","416,40","1,84M","-1,33%"
"05.06.2025","422,00","427,50","435,00","413,00","4,00M","-1,86%"
"04.06.2025","430,00","432,78","436,99","421,01","2,25M","0,70%"
"03.06.2025","427,00","418,50","430,00","416,00","2,65M","2,03%"
"02.06.2025","418,50","431,55","434,38","408,00","9,62M","-3,02%"
"30.05.2025","431,55","454,70","454,70","431,55","47,12M","-4,63%"
"29.05.2025","452,50","453,71","459,00","450,10","4,78M","-0,55%"
"28.05.2025","455,00","464,00","466,50","455,00","3,07M","-1,73%"
"27.05.2025","463,00","458,00","465,82","451,00","5,71M","0,22%"
"26.05.2025","461,99","466,00","466,00","461,00","3,35M","0,33%"
"23.05.2025","460,49","454,83","468,04","453,84","5,04M","1,25%"
"22.05.2025","454,83","458,87","458,87","450,88","5,08M","-0,88%"
"20.05.2025","458,87","469,63","471,60","456,89","5,01M","-2,08%"
"19.05.2025","468,64","466,23","476,00","460,73","3,49M","-0,29%"
"16.05.2025","470,00","477,00","477,68","466,98","3,12M","-1,26%"
"15.05.2025","476,00","489,00","492,00","468,00","6,67M","-2,66%"
"14.05.2025","489,00","477,01","500,00","477,01","10,31M","3,49%"
"13.05.2025","472,50","467,00","476,34","465,14","2,89M","1,18%"
"12.05.2025","467,00","464,22","468,99","464,00","4,15M","1,08%"
"09.05.2025","462,00","461,54","467,39","460,00","2,08M","0,69%"
"08.05.2025","458,83","448,00","461,00","448,00","2,02M","2,88%"
"07.05.2025","446,00","442,00","458,00","440,00","5,59M","1,83%"
"06.05.2025","438,00","440,97","447,00","436,00","4,38M","0,23%"
"05.05.2025","437,00","440,71","445,28","431,71","8,76M","-0,46%"
"02.05.2025","439,00","436,00","443,00","436,00","1,58M","0,27%"
"30.04.2025","437,80","429,00","442,16","427,99","2,01M","2,29%"
"29.04.2025","428,00","416,90","429,90","414,63","1,50M","3,38%"
"28.04.2025","414,00","417,80","419,90","411,00","1,38M","-0,91%"
"25.04.2025","417,80","416,00","423,72","416,00","1,41M","-0,52%"
"24.04.2025","420,00","417,00","423,90","416,50","3,63M","0,72%"
"23.04.2025","417,00","405,90","417,00","405,90","1,25M","3,76%"
"22.04.2025","401,88","398,00","408,96","398,00","4,31M","0,97%"
"21.04.2025","398,00","393,79","398,00","392,57","3,09M","1,07%"
"17.04.2025","393,79","380,00","393,82","380,00","511,00K","3,63%"
"16.04.2025","380,00","378,35","382,01","375,00","19,02M","0,00%"
"15.04.2025","380,00","356,00","380,00","356,00","3,78M","6,74%"
"14.04.2025","356,00","350,10","356,21","350,00","3,51M","1,71%"
"11.04.2025","350,00","356,99","356,99","350,00","866,62K","-2,05%"
"10.04.2025","357,32","354,00","359,40","347,29","985,95K","0,94%"
"09.04.2025","354,00","339,72","363,00","337,38","3,62M","3,51%"
"08.04.2025","342,00","342,00","350,88","338,58","1,99M","0,44%"
"07.04.2025","340,50","351,00","351,27","336,50","3,88M","-4,62%"
"04.04.2025","357,00","372,00","372,00","357,00","1,86M","-3,51%"
"03.04.2025","370,00","363,73","375,36","363,72","2,54M","0,31%"
"02.04.2025","368,85","369,17","370,90","365,00","2,04M","-0,09%"
"01.04.2025","369,17","363,68","369,17","362,75","1,80M","1,51%"
"31.03.2025","363,69","370,97","370,99","362,23","1,05M","-1,96%"
"28.03.2025","370,97","369,00","371,00","368,22","1,19M","0,75%"
"27.03.2025","368,22","362,32","369,89","361,00","6,73M","1,63%"
"26.03.2025","362,32","360,53","363,28","356,84","878,35K","0,39%"
"25.03.2025","360,93","358,00","363,33","358,00","1,49M","0,82%"
"24.03.2025","358,00","345,00","358,00","345,00","1,82M","3,41%"
"21.03.2025","346,20","351,00","354,00","346,20","2,92M","-1,37%"
"20.03.2025","351,00","360,74","360,75","351,00","959,09K","-2,23%"
"19.03.2025","358,99","352,92","358,99","350,00","1,32M","1,99%"
"18.03.2025","352,00","351,99","352,00","348,00","1,27M","0,57%"
"17.03.2025","350,00","344,17","350,00","343,00","7,94M","2,94%"
"14.03.2025","340,00","334,62","340,12","334,62","10,20M","1,34%"
"13.03.2025","335,49","327,00","335,49","326,91","9,70M","3,51%"
"12.03.2025","324,10","321,57","324,10","320,00","1,81M","1,28%"
"11.03.2025","320,00","321,25","321,61","318,49","16,89M","0,60%"
"10.03.2025","318,10","315,00","326,21","314,14","6,94M","0,98%"
"07.03.2025","315,00","313,80","315,90","312,67","2,57M","0,37%"
"06.03.2025","313,85","312,00","314,62","312,00","4,28M","0,59%"
"05.03.2025","312,00","306,55","312,00","306,55","6,48M","2,05%"
"04.03.2025","305,74","309,10","309,50","305,56","1,36M","-1,69%"
"03.03.2025","310,98","311,00","315,18","309,00","944,56K","-0,01%"
"28.02.2025","311,00","311,00","311,00","302,50","2,23M","0,32%"
"27.02.2025","310,00","310,00","313,00","307,11","4,17M","0,00%"
"26.02.2025","309,99","300,00","309,99","300,00","9,33M","4,02%"
"25.02.2025","298,00","292,00","298,00","292,00","15,64M","1,81%"
"24.02.2025","292,70","297,09","298,00","292,01","6,14M","-1,88%"
"21.02.2025","298,30","299,40","303,96","297,02","8,58M","0,15%"
"20.02.2025","297,85","303,21","303,22","297,85","3,49M","-0,78%"
"19.02.2025","300,19","303,00","304,00","300,15","1,27M","-1,25%"
"18.02.2025","304,00","306,73","311,00","302,01","4,26M","-0,89%"
"17.02.2025","306,73","310,01","313,14","305,41","1,83M","-0,41%"
"14.02.2025","308,00","305,00","309,50","303,59","2,13M","0,82%"
"13.02.2025","305,48","307,99","307,99","303,00","453,36K","-0,11%"
"12.02.2025","305,81","308,00","309,55","305,00","1,89M","-0,39%"
"11.02.2025","307,01","306,00","310,00","303,53","1,89M","0,66%"
"10.02.2025","305,00","295,00","305,00","295,00","14,58M","3,04%"
"07.02.2025","296,00","297,00","297,88","294,30","635,95K","-0,63%"
"06.02.2025","297,88","291,88","298,15","290,03","2,59M","2,05%"
"05.02.2025","291,90","290,00","292,38","288,00","1,21M","0,66%"
"04.02.2025","290,00","287,23","291,50","284,80","3,36M","0,99%"
"03.02.2025","287,16","285,00","287,50","282,99","1,49M","0,51%"
"31.01.2025","285,70","285,00","287,20","281,52","5,05M","0,29%"
"30.01.2025","284,88","279,35","284,88","279,35","5,23M","1,75%"
"29.01.2025","279,98","276,06","280,00","276,06","4,43M","1,44%"
"28.01.2025","276,00","276,00","276,00","274,00","4,09M","0,57%"
